Temperature,RH,Ws,Wind_Direction,Rain,Rain_3D_Sum,Rain_7D_Sum,Temp_3D_Max,RH_3D_Mean,Dryness_Index,VPD,Surface_Temp,Soil_Temp,Soil_Moisture,Dew_Point,Pressure,Evapotranspiration,is_day,month_sin,month_cos,hour_sin,hour_cos,NDVI,Fuel_Type_Conifer,Resin_Ignition_Potential,Nearest_Fire_Dist_KM,Wind_Fire_Vector_Alignment,is_fire
33.52,43.2,20.2,82.4,0.59,0.38,1.41,34.75,50.56,0.776,2.9421,35.07,34.04,0.159,20.17,1010.1,5.0,0,0.0,-1.0,0.0,-1.0,0.329,0.339,0.0845,21.18,60.2,0
28.44,45.49,19.15,291.6,0.22,0.96,7.67,29.55,47.55,0.625,2.1135,33.23,30.77,0.165,12.49,1014.1,4.01,1,-1.0,-0.0,-0.7071,-0.7071,0.354,0.467,0.1011,29.64,56.7,0
28.67,42.24,13.32,322.5,0.3,0.31,1.94,30.35,49.7,0.679,2.2692,30.9,29.27,0.148,11.07,1012.1,5.91,0,-0.5,-0.866,0.2588,-0.9659,0.273,0.228,0.0413,11.29,68.6,0
24.95,84.95,6.72,329.9,1.14,13.41,18.54,23.65,88.95,0.294,0.4751,26.2,26.54,0.201,22.32,1013.9,2.15,0,-0.866,0.5,0.7071,-0.7071,0.188,0.154,0.0084,137.63,179.7,0
32.24,38.73,11.38,17.7,0.03,0.95,4.73,32.18,37.12,0.832,2.9532,34.29,35.8,0.123,14.42,1010.6,3.92,1,-0.5,-0.866,-0.9659,0.2588,0.369,0.355,0.1061,12.63,44.2,0
15.37,59.67,1.65,200.9,0.06,1.56,18.98,13.36,63.62,0.258,0.7042,16.43,16.44,0.255,7.71,1023.9,2.27,1,0.866,0.5,-0.5,-0.866,0.495,0.198,0.0248,69.47,138.4,0
43.82,8.38,5.21,223.9,0.0,0.0,0.0,46.07,8.38,5.23,8.2613,48.12,43.82,0.0,18.02,1006.0,9.6,0,-0.5,0.866,0.7071,0.7071,0.019,0.0,0.0,100.0,180.0,0
44.64,22.66,24.1,218.8,0.0,0.17,0.06,46.73,23.68,1.97,7.2747,53.69,48.86,0.065,19.3,995.1,7.24,1,-0.866,-0.5,-0.9659,-0.2588,0.75,0.354,0.502,0.92,22.2,1
30.58,34.52,11.43,253.5,0.14,1.01,3.32,29.99,33.82,0.886,2.8715,32.8,34.0,0.095,19.07,1015.4,4.16,1,-0.866,-0.5,-1.0,-0.0,0.44,0.227,0.0861,10.28,66.5,1
43.03,72.63,3.71,207.9,0.0,0.0,0.0,43.84,72.63,0.592,2.3687,43.13,43.03,0.01,14.31,1011.6,2.9,0,-0.866,0.5,0.7071,-0.7071,0.011,0.0,0.0,100.0,180.0,0
28.39,31.88,20.35,358.1,0.23,0.99,4.18,29.01,32.23,0.89,2.6333,31.25,30.51,0.114,16.78,1017.7,4.1,1,-1.0,-0.0,-0.866,-0.5,0.439,0.182,0.0691,10.48,30.4,0
42.36,23.68,36.2,101.6,0.0,0.01,0.1,44.06,24.32,1.789,6.3758,53.33,50.37,0.015,17.09,998.7,6.63,1,-0.5,-0.866,0.0,-1.0,0.628,0.79,0.851,7.14,23.8,1
41.53,37.92,28.61,53.6,0.0,0.0,0.0,42.46,37.92,1.095,4.9646,56.29,41.53,0.0,15.45,1009.2,5.36,0,0.5,0.866,0.2588,-0.9659,0.034,0.0,0.0,100.0,180.0,0
31.85,31.39,13.79,284.7,0.35,1.49,0.11,32.02,32.29,1.014,3.2338,32.87,34.14,0.109,16.09,1013.8,5.5,0,-0.866,-0.5,0.2588,-0.9659,0.244,0.406,0.0973,22.23,55.1,1
39.49,50.64,23.09,25.5,0.0,0.0,0.0,42.02,50.64,0.78,3.5421,46.16,39.49,0.01,5.32,1015.5,2.19,0,0.0,-1.0,-0.9659,0.2588,0.025,0.0,0.0,100.0,180.0,0
39.04,18.21,43.54,120.7,0.0,0.05,0.05,39.11,22.87,2.144,5.7298,47.13,43.74,0.011,11.51,1009.2,9.21,1,-0.5,-0.866,-0.9659,-0.2588,0.579,0.757,0.8903,7.27,6.3,1
30.75,35.46,10.12,352.9,0.14,1.77,3.26,29.93,42.49,0.867,2.8583,35.04,32.18,0.096,15.56,1012.7,3.61,1,-1.0,-0.0,-0.9659,0.2588,0.422,0.131,0.0468,22.82,60.7,1
19.42,67.38,9.13,259.7,2.94,0.12,8.32,20.35,65.59,0.288,0.736,17.65,18.01,0.207,12.81,1013.6,2.1,0,-0.0,1.0,-0.866,0.5,0.351,0.112,0.0112,75.57,103.2,0
43.32,6.18,22.87,165.5,0.0,0.0,0.0,45.6,6.18,7.004,8.2396,54.65,43.32,0.01,11.16,1015.9,10.79,0,-0.866,-0.5,0.866,0.5,0.026,0.0,0.0,100.0,180.0,0
41.3,22.26,18.36,22.6,0.0,0.0,0.22,42.68,22.28,1.855,6.1438,53.37,49.0,0.019,20.78,1001.7,8.69,1,-0.866,-0.5,-0.5,-0.866,0.387,0.452,0.3109,8.35,22.2,1
29.87,78.14,6.68,45.0,0.0,0.0,0.0,32.36,78.14,0.382,0.9208,42.72,29.87,0.0,2.08,1014.8,13.69,0,-0.5,-0.866,0.9659,-0.2588,0.027,0.0,0.0,100.0,180.0,0
32.83,43.77,13.43,67.3,0.06,0.56,1.18,32.6,47.55,0.75,2.8017,37.59,34.2,0.18,16.66,1015.2,5.72,0,0.0,-1.0,-0.866,-0.5,0.327,0.222,0.0531,34.31,33.8,0
32.34,43.69,15.06,282.5,1.27,0.57,1.83,31.71,43.32,0.74,2.7299,36.54,32.36,0.124,22.19,1014.5,4.95,0,-0.5,-0.866,0.7071,-0.7071,0.35,0.259,0.0658,11.77,41.3,0
36.48,70.76,12.96,247.8,0.0,0.0,0.0,36.73,70.76,0.516,1.7833,44.52,36.48,0.01,25.95,1009.4,9.65,0,0.5,0.866,-0.5,-0.866,0.025,0.0,0.0,100.0,180.0,0
23.1,60.2,3.1,198.1,0.08,1.24,6.5,21.41,69.04,0.384,1.125,22.58,22.17,0.37,15.34,1021.5,1.61,1,-0.5,0.866,1.0,0.0,0.352,0.148,0.0197,107.77,169.9,0
5.41,57.48,10.49,161.2,1.74,8.24,0.88,5.66,64.19,0.094,0.3817,4.78,3.92,0.19,-1.95,1024.8,1.53,1,-0.866,0.5,-0.7071,0.7071,0.589,0.157,0.0085,53.52,110.5,0
29.48,37.6,11.65,235.6,0.39,1.72,3.16,31.27,43.67,0.784,2.5689,34.02,32.34,0.149,17.63,1014.2,3.71,1,-0.866,-0.5,0.7071,-0.7071,0.33,0.152,0.0383,15.12,49.2,0
38.98,53.29,22.1,86.1,0.0,0.0,0.0,41.41,53.29,0.731,3.2622,46.61,38.98,0.0,24.43,1015.0,9.91,0,-0.866,-0.5,-0.7071,-0.7071,0.002,0.0,0.0,100.0,180.0,0
23.94,69.39,5.48,286.6,0.8,1.96,4.11,24.16,74.9,0.345,0.9105,22.61,22.22,0.199,22.81,1013.6,0.52,0,0.5,-0.866,-0.7071,-0.7071,0.224,0.15,0.0114,75.53,164.6,0
49.54,76.49,18.2,214.1,0.0,0.0,0.0,50.24,76.49,0.648,2.8343,57.82,49.54,0.01,33.51,1014.6,12.82,1,-1.0,-0.0,0.7071,-0.7071,0.023,0.0,0.0,100.0,180.0,0
47.43,41.68,26.84,66.4,0.0,0.0,0.0,47.78,41.68,1.138,6.3243,60.47,47.43,0.0,34.52,1009.8,10.12,0,0.866,-0.5,0.866,0.5,0.035,0.0,0.0,100.0,180.0,0
40.79,24.73,30.47,216.7,0.0,0.03,0.03,41.42,27.75,1.649,5.7897,54.06,47.42,0.058,15.59,1004.3,7.1,1,-0.866,-0.5,-0.9659,-0.2588,0.526,0.859,0.7168,3.07,6.8,1
17.81,71.48,4.26,253.1,1.15,11.79,16.12,15.49,76.98,0.249,0.5815,18.66,18.86,0.214,16.0,1021.5,0.24,0,-0.866,0.5,0.9659,-0.2588,0.495,0.284,0.0346,85.07,155.9,0
48.66,75.59,14.4,299.2,0.0,0.0,0.0,48.87,75.59,0.644,2.8155,61.99,48.66,0.01,22.1,1010.5,1.99,0,-0.5,0.866,0.7071,0.7071,0.009,0.0,0.0,100.0,180.0,0
33.14,36.49,14.73,259.5,0.2,0.39,0.94,34.29,42.48,0.908,3.2199,36.07,33.38,0.142,20.04,1010.4,3.87,1,-0.866,-0.5,-0.2588,-0.9659,0.438,0.266,0.103,32.43,49.1,0
42.24,12.98,33.58,207.9,0.0,0.11,0.21,42.68,15.42,3.253,7.2246,55.68,48.38,0.035,14.17,996.1,6.5,1,-0.866,-0.5,-0.5,-0.866,0.393,0.796,0.9459,6.83,24.9,1
21.99,59.57,3.2,333.0,0.32,9.94,63.98,21.82,58.95,0.369,1.0681,23.42,21.81,0.367,17.42,1024.4,1.43,1,0.866,-0.5,-0.5,0.866,0.56,0.068,0.0138,53.33,141.6,0
31.97,39.37,20.9,232.9,0.21,0.65,6.28,32.44,38.0,0.812,2.8773,33.98,35.74,0.112,21.07,1017.3,4.81,1,-0.866,-0.5,0.5,-0.866,0.428,0.482,0.1636,13.55,23.4,0
30.81,36.23,12.36,88.3,0.23,1.28,1.15,32.75,38.94,0.85,2.8336,31.96,32.87,0.163,16.88,1014.5,5.35,1,-0.866,-0.5,-0.2588,-0.9659,0.398,0.303,0.0998,34.47,49.2,0
30.56,33.07,14.4,177.4,1.07,0.42,3.55,30.03,35.84,0.924,2.9319,32.38,34.55,0.151,18.51,1016.8,5.01,1,-0.866,-0.5,0.0,-1.0,0.331,0.181,0.0537,33.71,29.5,0
41.71,23.85,27.93,344.4,0.0,0.03,0.57,43.31,25.33,1.749,6.1496,47.91,47.2,0.027,12.1,997.4,7.26,1,-0.5,-0.866,-0.9659,-0.2588,0.484,0.541,0.4395,2.9,13.0,1
12.46,64.14,11.6,326.2,2.19,0.65,28.17,9.65,72.94,0.194,0.5183,12.65,11.26,0.194,8.61,1020.5,1.91,0,0.5,-0.866,-0.866,-0.5,0.16,0.02,0.0006,140.62,80.9,0
27.31,87.34,27.97,221.1,0.0,0.0,0.0,28.21,87.34,0.313,0.4597,34.48,27.31,0.0,1.63,1015.7,7.5,0,0.866,0.5,0.7071,0.7071,0.005,0.0,0.0,100.0,180.0,0
30.19,45.82,21.08,51.9,1.11,1.88,15.24,31.58,53.23,0.659,2.3239,32.99,31.1,0.093,14.26,1012.3,3.91,1,0.0,-1.0,-0.9659,0.2588,0.323,0.279,0.0581,28.69,63.8,1
28.57,42.63,14.7,244.6,0.53,0.87,2.07,28.12,43.58,0.67,2.2416,30.23,31.42,0.161,11.28,1010.8,3.52,1,-0.866,-0.5,-0.9659,-0.2588,0.327,0.425,0.0911,31.06,27.8,0
33.56,12.29,27.28,105.4,0.0,0.22,0.2,35.44,13.24,2.73,4.5515,43.59,41.57,0.017,6.56,1001.4,6.57,1,-0.866,-0.5,-0.866,-0.5,0.366,0.636,0.5876,4.83,24.1,1
29.34,36.48,18.05,243.4,1.25,0.88,1.69,31.29,43.64,0.804,2.5942,33.75,32.42,0.099,15.15,1010.9,4.79,1,-0.866,-0.5,-0.866,-0.5,0.272,0.413,0.0878,23.51,27.2,1
34.79,9.31,22.95,253.9,0.0,0.0,0.0,36.88,9.31,3.735,5.0389,43.49,34.79,0.01,18.53,1015.0,3.26,0,-0.5,0.866,0.5,-0.866,0.034,0.0,0.0,100.0,180.0,0
14.85,91.29,1.35,209.3,2.18,2.46,8.45,14.56,94.6,0.163,0.147,16.35,13.72,0.318,9.06,1024.6,1.81,0,0.866,0.5,-0.5,0.866,0.585,0.108,0.0101,78.39,165.7,0
40.57,15.69,41.04,235.5,0.0,0.05,0.05,41.24,19.68,2.586,6.411,46.79,44.21,0.037,16.52,1005.0,10.84,1,-0.866,-0.5,-0.7071,-0.7071,0.586,0.844,1.2027,2.12,5.1,1
34.72,8.63,37.68,267.5,0.0,0.07,0.17,36.73,9.23,4.023,5.0572,46.36,44.69,0.061,8.05,1002.3,7.22,1,-0.866,-0.5,-0.866,-0.5,0.43,0.541,0.8375,1.25,20.0,1
39.36,15.85,44.09,157.3,0.0,0.03,0.35,39.71,16.34,2.482,5.9961,51.67,48.86,0.019,10.85,999.3,10.75,1,-0.5,-0.866,-0.7071,-0.7071,0.479,0.608,0.6803,1.13,1.2,1
33.13,22.44,39.01,309.0,0.0,0.02,1.21,34.36,23.35,1.477,3.93,42.48,43.0,0.032,13.13,1004.4,6.35,1,-0.866,-0.5,-0.5,-0.866,0.595,0.944,0.7942,3.63,21.5,1
30.91,85.33,14.36,94.0,0.0,0.0,0.0,33.39,85.33,0.362,0.6558,42.57,30.91,0.01,8.7,1018.1,13.78,0,0.0,-1.0,0.0,1.0,0.034,0.0,0.0,100.0,180.0,0
19.23,55.92,12.07,183.8,5.19,0.28,7.51,19.87,56.65,0.344,0.9827,20.46,17.73,0.208,11.68,1017.1,0.12,0,-0.866,0.5,0.7071,0.7071,0.264,0.247,0.022,106.72,97.1,0
39.58,24.74,21.18,12.1,0.0,0.18,0.03,41.66,25.13,1.6,5.4289,46.24,43.12,0.045,11.84,1001.4,11.04,1,-0.5,-0.866,-0.866,-0.5,0.581,0.714,0.6381,1.7,0.9,1
33.52,8.72,41.04,175.6,0.0,0.22,0.19,35.3,12.34,3.846,4.7267,41.5,40.91,0.055,7.29,1008.2,6.42,1,-0.5,-0.866,-0.7071,-0.7071,0.384,0.396,0.5248,6.51,7.8,1
29.55,48.48,14.5,263.0,0.17,0.31,2.79,29.28,50.59,0.609,2.1296,31.4,32.8,0.177,17.5,1012.0,3.14,1,-0.5,-0.866,-0.5,-0.866,0.224,0.362,0.0484,25.04,65.8,0
34.17,9.12,34.77,196.4,0.0,0.11,0.45,36.67,11.86,3.747,4.879,42.64,41.56,0.025,7.83,998.9,9.31,1,-0.5,-0.866,-0.866,-0.5,0.39,0.906,1.1932,2.32,8.5,1
30.27,36.91,19.34,156.0,0.71,0.37,1.62,29.37,38.13,0.82,2.7185,31.55,31.9,0.163,18.65,1008.3,3.28,0,-1.0,-0.0,-0.5,-0.866,0.471,0.359,0.135,31.78,66.0,0
26.32,89.49,6.67,103.2,0.0,0.0,0.0,27.86,89.49,0.294,0.3598,32.22,26.32,0.01,8.08,1020.0,6.03,0,-0.866,0.5,0.0,1.0,0.019,0.0,0.0,100.0,180.0,0
32.19,31.83,16.64,348.9,0.14,1.28,7.32,31.62,37.91,1.011,3.2769,34.69,35.22,0.157,19.03,1017.9,4.0,0,-1.0,-0.0,0.0,-1.0,0.487,0.33,0.1574,15.59,42.4,0
19.1,80.66,7.25,270.2,1.26,26.34,0.1,18.67,87.72,0.237,0.4277,20.48,18.3,0.264,16.82,1021.4,0.78,0,0.866,-0.5,-0.9659,-0.2588,0.399,0.106,0.0098,128.33,83.1,0
42.55,11.77,28.07,277.9,0.0,0.07,0.31,43.24,14.65,3.614,7.4449,51.84,46.78,0.024,19.89,1001.7,8.92,1,-0.5,-0.866,-0.7071,-0.7071,0.397,0.615,0.8139,6.58,1.6,1
43.86,12.24,22.01,105.2,0.0,0.06,0.06,45.9,17.03,3.582,7.9301,57.56,51.27,0.046,21.45,1000.0,7.83,1,-0.866,-0.5,0.0,-1.0,0.833,0.744,2.0526,1.4,0.3,1
45.31,72.92,25.27,336.3,0.0,0.0,0.0,45.68,72.92,0.621,2.636,59.45,45.31,0.01,11.62,1006.2,4.96,1,0.5,0.866,-0.5,0.866,0.021,0.0,0.0,100.0,180.0,0
12.58,76.64,7.5,124.6,0.57,8.9,23.66,10.77,75.24,0.164,0.3405,13.1,13.62,0.441,4.87,1019.2,2.99,0,-0.866,0.5,-0.2588,0.9659,0.343,0.174,0.0097,89.2,160.2,0
33.41,45.82,11.68,212.9,1.55,3.35,0.55,32.57,49.88,0.729,2.789,36.44,37.11,0.158,15.57,1014.1,5.56,1,-0.866,-0.5,-0.2588,-0.9659,0.383,0.411,0.1124,13.87,52.8,1
6.2,71.89,13.21,259.3,0.2,4.04,1.86,3.33,71.57,0.086,0.2666,4.83,5.34,0.219,0.34,1018.3,1.02,1,-0.0,1.0,-0.9659,0.2588,0.197,0.224,0.0038,75.58,117.6,0
17.79,71.72,1.13,63.8,1.75,2.84,7.29,16.07,78.32,0.248,0.5761,18.94,17.33,0.346,11.04,1019.5,1.74,0,0.866,0.5,0.0,-1.0,0.108,0.284,0.0075,113.49,135.9,0
44.84,12.85,23.75,261.4,0.0,0.08,0.23,46.19,17.55,3.491,8.2838,57.99,50.36,0.027,23.54,1000.3,6.05,1,-0.866,-0.5,-0.7071,-0.7071,0.441,0.581,0.8284,4.63,7.5,1
28.98,23.69,18.79,106.5,0.0,0.0,0.0,31.62,23.69,1.223,3.0534,34.67,28.98,0.0,-2.99,1011.8,3.24,1,1.0,0.0,0.9659,0.2588,0.018,0.0,0.0,100.0,180.0,0
10.49,91.98,5.32,235.5,0.26,17.43,3.58,10.86,96.75,0.114,0.1018,9.21,12.09,0.393,7.16,1015.1,0.24,1,-0.0,1.0,-0.866,0.5,0.137,0.141,0.0022,121.36,135.6,0
41.47,9.11,44.77,28.4,0.0,0.14,0.53,43.45,12.87,4.552,7.2486,46.86,48.71,0.019,16.1,995.8,9.77,1,-0.5,-0.866,-0.866,-0.5,0.519,0.61,1.2993,3.55,24.1,1
17.67,73.31,8.56,20.0,1.52,2.11,1.12,18.18,76.21,0.241,0.5394,16.02,19.31,0.393,14.7,1014.8,2.77,1,0.5,-0.866,-0.866,-0.5,0.311,0.066,0.0049,56.56,132.8,0
32.33,35.41,14.13,321.9,0.41,0.52,1.32,31.51,41.42,0.913,3.129,37.09,33.51,0.162,19.06,1011.9,4.51,1,-0.866,-0.5,-0.9659,-0.2588,0.334,0.136,0.0403,27.3,34.3,0
38.22,63.71,14.15,306.2,0.0,0.0,0.0,38.57,63.71,0.6,2.433,46.1,38.22,0.0,18.29,1014.2,3.18,0,0.866,-0.5,-1.0,-0.0,0.04,0.0,0.0,100.0,180.0,0
39.27,12.91,20.02,221.8,0.0,0.09,0.75,42.16,13.62,3.043,6.1786,45.74,46.33,0.014,12.65,997.4,10.24,1,-0.866,-0.5,-0.7071,-0.7071,0.471,0.469,0.6232,8.72,2.3,1
37.51,8.34,31.33,167.0,0.0,0.0,0.39,40.38,11.1,4.5,5.9124,50.88,46.91,0.063,14.29,1001.6,7.28,1,-0.5,-0.866,0.0,-1.0,0.732,0.396,1.1643,3.68,14.2,1
37.41,70.93,8.16,326.5,0.0,0.0,0.0,37.73,70.93,0.527,1.8649,42.02,37.41,0.0,5.56,1009.3,9.06,1,0.0,-1.0,0.2588,0.9659,0.038,0.0,0.0,100.0,180.0,0
41.63,54.25,18.66,102.7,0.0,0.0,0.0,43.91,54.25,0.767,3.6793,46.07,41.63,0.01,22.6,1012.1,0.43,1,-0.5,0.866,0.9659,-0.2588,0.028,0.0,0.0,100.0,180.0,0
22.79,46.84,1.67,199.0,2.02,5.87,33.83,22.07,55.99,0.487,1.4744,21.1,23.73,0.186,15.55,1024.1,1.11,0,0.866,-0.5,0.2588,-0.9659,0.133,0.295,0.0187,87.79,149.1,0
15.55,63.3,6.63,359.9,3.72,0.68,3.28,15.99,62.05,0.246,0.6482,14.8,14.42,0.258,12.28,1014.2,2.15,1,-0.5,0.866,0.7071,-0.7071,0.558,0.213,0.0288,67.88,128.5,0
32.03,33.34,20.82,101.2,0.27,0.28,5.99,32.68,38.03,0.961,3.1742,34.36,33.96,0.167,19.41,1017.5,5.37,1,-0.866,-0.5,0.2588,-0.9659,0.403,0.235,0.0884,23.73,48.0,1
31.7,32.59,16.52,37.6,0.12,1.64,3.57,31.15,39.62,0.973,3.1505,33.71,33.26,0.159,15.51,1011.1,3.46,1,-0.5,-0.866,0.0,-1.0,0.22,0.23,0.0476,27.81,50.4,0
8.02,72.51,7.7,51.7,6.49,1.86,0.91,8.0,81.17,0.111,0.2954,8.9,9.11,0.376,3.71,1019.1,1.32,1,0.866,-0.5,-0.5,-0.866,0.516,0.052,0.0029,118.53,174.3,0
45.16,62.35,18.72,304.6,0.0,0.0,0.0,45.32,62.35,0.724,3.6371,56.38,45.16,0.01,15.96,1006.4,9.1,0,0.866,0.5,-0.7071,0.7071,0.018,0.0,0.0,100.0,180.0,0
28.78,49.78,18.74,82.1,0.01,2.28,3.52,29.19,57.04,0.578,1.9865,32.05,29.88,0.128,16.24,1015.5,4.07,0,-0.866,-0.5,-0.7071,-0.7071,0.495,0.174,0.0489,33.04,49.7,0
5.88,50.69,6.82,333.4,4.0,8.07,34.68,4.07,52.11,0.116,0.4571,6.6,5.01,0.283,2.56,1019.3,1.75,0,-0.0,1.0,-0.5,0.866,0.209,0.16,0.0038,91.74,179.9,0
44.64,11.97,41.34,138.4,0.0,0.29,0.3,46.67,16.37,3.729,8.2795,50.93,49.3,0.068,20.31,1003.4,6.65,1,-0.866,-0.5,-0.5,-0.866,0.561,0.517,0.9964,6.86,8.7,1
36.52,11.07,44.82,298.6,0.0,0.07,0.08,39.18,15.11,3.299,5.4353,45.96,40.36,0.037,14.11,999.8,9.38,1,-0.5,-0.866,-0.7071,-0.7071,0.715,0.583,1.2599,5.75,20.7,1
35.03,11.49,15.91,306.0,0.0,0.15,0.08,37.02,15.82,3.05,4.986,44.4,38.92,0.038,14.84,1008.1,10.81,1,-0.866,-0.5,-0.2588,-0.9659,0.473,0.415,0.5509,4.22,1.6,1
10.71,94.05,4.79,298.8,2.31,1.33,4.63,10.31,98.91,0.114,0.0766,12.24,10.1,0.264,9.28,1012.3,1.38,1,0.5,-0.866,-0.2588,-0.9659,0.493,0.064,0.0035,131.6,169.6,0
37.45,18.64,33.71,358.4,0.0,0.3,1.09,39.31,19.3,2.009,5.2308,51.55,40.56,0.012,15.94,998.9,8.47,1,-0.866,-0.5,0.0,-1.0,0.488,0.538,0.5002,3.19,19.6,1
29.48,43.19,16.74,139.9,1.51,0.43,3.98,30.09,44.88,0.682,2.339,31.47,30.7,0.137,19.09,1017.1,4.03,1,-0.5,-0.866,-0.2588,-0.9659,0.331,0.19,0.0421,18.29,65.8,1
5.71,83.42,6.18,253.3,2.38,0.49,55.56,3.62,89.28,0.068,0.152,5.63,6.73,0.284,2.65,1022.8,1.55,0,-0.866,0.5,0.866,0.5,0.596,0.298,0.012,58.84,146.3,0
37.62,20.75,33.54,174.5,0.0,0.05,0.02,37.97,23.64,1.813,5.1434,50.67,45.35,0.022,8.31,1001.6,7.05,1,-0.866,-0.5,-0.2588,-0.9659,0.385,0.536,0.3564,9.97,8.8,1
27.38,63.06,9.47,54.1,0.0,0.0,0.0,29.55,63.06,0.434,1.3467,32.98,27.38,0.0,-4.93,1015.9,10.68,1,-1.0,-0.0,-0.9659,0.2588,0.002,0.0,0.0,100.0,180.0,0
23.56,55.0,14.39,241.4,0.18,1.63,15.16,22.19,64.64,0.428,1.3075,22.12,23.64,0.207,16.96,1015.7,0.48,0,0.866,-0.5,1.0,0.0,0.401,0.121,0.0204,146.63,114.8,0
28.56,7.49,5.73,135.9,0.0,0.0,0.0,30.92,7.49,3.814,3.6114,33.89,28.56,0.01,12.16,1014.0,8.57,1,0.5,0.866,0.2588,0.9659,0.015,0.0,0.0,100.0,180.0,0
24.1,82.48,9.63,281.0,1.61,32.27,20.72,21.9,84.77,0.292,0.5257,24.69,24.3,0.208,20.84,1016.0,0.41,0,1.0,0.0,0.7071,-0.7071,0.465,0.047,0.0063,70.54,114.7,0
33.95,49.21,12.06,140.0,0.47,1.48,7.46,33.44,54.9,0.69,2.6943,38.24,36.55,0.16,17.77,1008.3,3.21,1,-0.5,-0.866,-0.2588,-0.9659,0.489,0.377,0.1245,34.85,58.4,1
31.35,38.01,10.43,359.9,1.12,8.31,0.06,31.72,38.59,0.825,2.8407,35.36,32.98,0.13,19.1,1011.0,4.24,1,-0.866,-0.5,-0.866,-0.5,0.387,0.13,0.0405,23.95,41.9,1
34.21,10.05,38.86,306.8,0.0,0.03,0.12,37.19,14.36,3.404,4.8417,43.32,40.24,0.046,8.35,1009.8,9.54,1,-0.866,-0.5,-0.7071,-0.7071,0.558,0.877,1.5163,8.4,10.9,1
35.95,79.82,26.83,39.3,0.0,0.0,0.0,38.93,79.82,0.45,1.1957,47.8,35.95,0.0,12.29,1019.8,12.76,0,0.866,0.5,-0.7071,-0.7071,0.01,0.0,0.0,100.0,180.0,0
15.35,64.24,10.26,51.1,1.29,9.68,43.61,15.02,63.29,0.239,0.6238,17.15,13.81,0.345,12.06,1012.7,0.16,1,0.5,0.866,0.9659,0.2588,0.404,0.133,0.0127,146.44,168.1,0
32.17,41.44,16.64,251.0,0.3,0.67,0.15,34.13,43.56,0.776,2.8116,33.54,35.18,0.147,18.62,1014.9,3.19,1,-0.5,-0.866,0.7071,-0.7071,0.224,0.314,0.0535,23.44,33.6,0
13.94,74.29,13.11,280.3,1.08,0.11,1.31,12.13,83.79,0.188,0.4093,15.66,15.33,0.192,10.71,1022.6,1.06,0,-0.866,0.5,-0.5,0.866,0.102,0.183,0.0034,88.73,174.4,0
32.27,38.47,19.74,160.9,0.61,3.65,2.72,32.52,43.12,0.839,2.971,36.41,34.98,0.13,21.8,1017.2,4.32,1,0.0,-1.0,-0.866,-0.5,0.487,0.257,0.1025,22.46,45.6,0
33.39,45.69,16.53,135.3,1.44,1.4,7.93,32.43,47.22,0.731,2.7921,34.95,35.36,0.136,20.96,1011.5,3.4,0,-0.866,-0.5,0.0,-1.0,0.429,0.221,0.0678,32.25,64.9,0
31.16,42.33,12.49,137.3,0.14,0.75,5.3,32.37,46.53,0.736,2.6147,33.76,34.6,0.172,14.47,1011.7,4.22,1,-0.866,-0.5,-0.7071,-0.7071,0.253,0.181,0.0329,34.21,38.6,0
16.5,86.12,3.32,352.9,1.93,19.18,14.55,14.16,92.6,0.192,0.2606,18.14,17.37,0.416,11.89,1016.7,2.61,0,-0.0,1.0,0.0,1.0,0.305,0.047,0.0027,108.11,92.7,0
24.06,57.29,14.03,295.3,2.88,0.03,0.22,22.98,63.81,0.42,1.2789,22.32,24.72,0.22,16.32,1022.8,1.39,0,1.0,0.0,1.0,0.0,0.447,0.294,0.0543,102.77,157.3,0
22.93,50.2,11.06,308.1,1.42,1.02,8.06,21.03,54.08,0.457,1.3931,21.96,23.55,0.325,16.6,1013.4,1.79,1,0.866,0.5,0.7071,-0.7071,0.506,0.154,0.0348,106.65,140.4,0
30.88,42.87,18.49,5.6,0.39,0.25,7.2,32.77,47.06,0.72,2.5486,34.49,34.87,0.177,16.84,1015.8,5.76,1,-0.866,-0.5,0.7071,-0.7071,0.425,0.244,0.0729,26.44,55.5,1
13.1,93.06,9.97,116.6,0.97,7.71,7.08,11.57,96.41,0.141,0.1046,12.63,12.33,0.388,8.42,1016.6,0.38,0,0.5,0.866,-0.5,-0.866,0.404,0.015,0.0009,106.31,154.6,0
36.34,18.61,16.2,156.2,0.0,0.01,0.12,39.0,21.77,1.953,4.927,49.79,40.29,0.076,12.26,1009.1,7.67,1,-0.5,-0.866,-0.5,-0.866,0.515,0.733,0.6997,0.66,18.0,1
33.06,15.66,32.56,23.5,0.0,0.12,0.12,33.21,17.57,2.111,4.2565,39.88,39.2,0.038,9.72,997.6,10.16,1,-0.5,-0.866,-0.7071,-0.7071,0.599,0.313,0.3726,9.93,9.2,1
37.65,50.52,12.08,51.8,0.0,0.0,0.0,39.69,50.52,0.745,3.2168,52.5,37.65,0.0,4.0,1012.0,9.81,1,0.0,-1.0,0.5,-0.866,0.01,0.0,0.0,100.0,180.0,0
39.06,22.84,21.8,152.1,0.0,0.29,1.36,41.34,27.39,1.71,5.4127,50.49,43.97,0.024,10.75,1003.7,11.62,1,-0.5,-0.866,-0.7071,-0.7071,0.471,0.735,0.5677,3.85,18.3,1
